n_boletin,texto_mocion,prompt_sugerido
3064-06,"Visita nuestro sitio web observatoriocongreso.cl Moción de los diputados señores Longueira, Egaña, Forni, Kast, Norambuena, Víctor  Pérez, Ulloa y las diputadas señoras María Angélica Cristi, Marcela Cubillos y Rosa  González. Modifica el artículo 62 del decreto con fuerza de ley Nº 1, de 2002, que fija el texto refundido,  coordinado y sistematizado de la ley orgánica constitucional de Municipalidades,  estableciendo una regulación en el caso de subrogación de las mujeres alcaldes en el período  de pre y postnatal. (boletín Nº 3064-061 ) “Considerandos: 1. Que, si bien al alcalde tiene la calidad jurídica de funcionario municipal, no es menos  cierto que se trata de una autoridad política, elegida por votación directa de la ciudadanía,  para administrar un ente autónomo como lo es la comuna, lo que le confiere un carácter “sui  generis”, dentro de la “Administración Pública”. Es así, como la propia ley ha reconocido  esta calidad al hacerle expresamente aplicables las normas relativas a los deberes y derechos  y la responsabilidad administrativa, en el artículo 1º del Estatuto Administrativo de  Empleados Municipales, ley Nº 18.883. Además, tiene causales propias de remoción, de  incompatibilidades e inhabilidades; no está sujeto a dependencia jerárquica, no puede ser  sometido a sumario administrativo, etc., condiciones todas las que le dan un carácter  exclusivo de autoridad democrática y funcionario municipal, sujeto además a responsabilidad  política electoral. 2. Que, por estos caracteres, se hace necesario que el legislador contenga una solución para  aquellas mujeres alcaldes que se encuentran en estado de gravidez y deben acogerse a  descanso pre y posnatal, derecho establecido en beneficio de los hijos, más que de la madre,  por que de lo contrario se está configurando una discriminación negativa a la mujer que  participa en el servicio público; en este mismo sentido, una mujer alcaldesa perfectamente  puede tener dos hijos durante su mandato a cargo de la municipalidad y según la legislación  actual, si se obliga a esta alcaldesa a tomarse todos los permisos consagrados en la  legislación, podría perfectamente permanecer a lo menos 1 año alejada del cargo, con los  perjuicios lógicos de esta situación. A contrario sensu, no existe norma que prohíba al hombre  ser alcalde y padre a la vez. 3. Que, este fuero, que protege la maternidad, es irrenunciable, según lo ha sostenido tanto la  jurisprudencia de los Tribunales de Justicia como de la Contraloría General de la República,  quienes han estimado que el artículo 194 del Código del Trabajo no admite excepciones, por  lo mismo es imperioso, salvar este vacío en la legislación respecto de las mujeres alcaldesas,  no solamente por constituirse en una excepción válida, sino que es de toda justicia regular  esta situación, ya que de lo contrario y en nuestro concepto se vulnerarían principios  consagrados en nuestra Constitución Política, tales como “La igualdad ante la ley o la no  discriminación arbitraria”. 1 Cuenta del proyecto en la sesión Nº42 de la Cámara de Diputados (Legislatura Nº347) celebrada el día jueves 12 de septiembre de 2002. Paginas Nº79-80.  Visita nuestro sitio web observatoriocongreso.cl 4. Que, lo anterior, hace necesario legislar al respecto para que, sin que se viole este derecho  a proteger la maternidad, se resguarde suficientemente el ejercicio del cargo de alcalde,  elegido por la ciudadanía y no se entorpezca sus políticas, planes y programas ofrecidos a los  ciudadanos, los que pueden verse sustancialmente alterados al asumir durante este lapso un  concejal de otra tienda política, que pudiera por desconocimiento u otra razón, dificultar la  labor del alcalde titular al reasumir su cargo. 5. Que, se estima, además, que la existencia de esta norma del artículo 62, cuya modificación  se propone, atenta contra la natalidad y la total realización de la mujer política, que en muchos  casos ha debido privilegiar su rol político sobre su condición de madre, por lo que esa  enmienda vendría a superar esta situación, conciliando tanto el interés social y general de la  autoridad como sus propios y justos intereses personales y familiares. PROYECTO DE LEY: Modifícase el artículo 62 del DFL Nº 1, que fija el texto refundido, coordinado, sistematizado  y actualizado de la ley Nº 18.695, orgánica constitucional de Municipalidades, en el siguiente  sentido: Agrégase un nuevo inciso final al artículo 62: “Las disposiciones contenidas en los incisos  anteriores no serán aplicables tratándose de la subrogación del alcalde que deba hacer uso de  licencia pre y postnatal, de conformidad a lo dispuesto en el título II del Libro II del Código  del Trabajo, relativo a la protección de la maternidad, en cuyo caso el alcalde podrá designar  a cualquier otro concejal o funcionario de la planta municipal, quien tendrá las facultades y  atribuciones que señala el inciso 2º de esta misma disposición”.","Resume la siguiente moción legislativa (Boletín 3064-06) en máximo 150 palabras. Céntrate exclusivamente en el contenido y objetivo de la propuesta. No incluyas nombres de diputados, fechas, links u otros metadatos. Texto: "
3719-04,"Visita nuestro sitio web observatoriocongreso.cl Moción de los diputados señores Prieto, Álvarez-Salamanca, Ceroni, Kast, Lorenzini, Olivares y Urrutia. Autoriza erigir monumento y santuario en memoria del padre Pío de Pietrelcina en la Región  del Maule. (boletín N° 3719-041 ) El Padre Pío de Pietrelcina , nació el 25 de mayo de 1887, en Pietrelcina, el 6 de enero de  1903, cuando contaba con 16 años, entró al noviciado de la orden de los Frailes Menores  Capuchinos en Marcote, donde el 22 del mismo mes vistió el hábito Franciscano y recibió el  nombre de Fray Pío. Con posterioridad a su ordenación sacerdotal, recibida el 10 de agosto  del año 1910, puso en la cumbre de su vida y de su apostolado la cruz de su Señor. Poco después de su ordenación, le volvieron las fiebres y los males que siempre le aquejaron  durante sus estudios, y es enviado a su pueblo, Pietrelcina, para que se restableciera de salud.  Luego de 8 años de sacerdocio, el 20 de septiembre de 1918, recibe los estigmas de Nuestro  Señor Jesucristo en sus manos, pies y costado izquierdo, convirtiéndose en el primer  sacerdote estigmatizado. Mas adelante, en el año de 1940 proyectó un hospital que se  denominó ""Casa del Alivio del Sufrimiento"" -el más importante del sur de Italia-, cuya  construcción culminó en 1956. El Padre Pío, muere un 22 de septiembre de 1968. Los que estaban presentes quedaron largo  tiempo en silencio y en oración. Después estalló un largo e irrefrenable llanto. El funeral del Padre Pío fue impresionante ya que se tuvo que esperar cuatro días para que la  multitud de personas pasaran a despedirse. Se calcula que más de cien mil personas  participaron del entierro. Al morir desaparecieron los estigmas con el cual el Señor ha  confirmado su origen místico y sobrenatural. Muchas han sido las sanaciones y conversiones concedidas por la intercesión del Padre Pío  e innumerables milagros han sido reportados a la Santa Sede. El 18 de diciembre de 1997, su Santidad Juan Pablo II pronunció venerable al Padre Pío. Este  paso, aunque no tan ceremonioso como la beatificación y canonización, es ciertamente la  parte más importante del proceso. Fue beatificado por su S.S. Juan Pablo II el 2 de mayo de 1999 en una. solemne  concelebración eucarística en la plaza San Pedro. El 16 de junio del 2002 fue declarado San Pío de Pietrelcina en presencia de S.S. Juan Pablo  II, en una solemne misa en la Plaza San Pedro. Este hombre santo ha cautivado la vida de los fieles de la Región del Maule, quienes se han  organizado y se encuentran empeñados en levantar un Monumento y santuario para los  feligreses y devotos del Padre Pío de Pietrelcina, prueba de ello fue el peregrinaje de más de  3000 fieles venidos de todo Chile, a la eucaristía que se realizó en el sector de Chacarillas,  con ocasión de haberse cumplido los 36 años de la muerte del Santo. 1 Cuenta del proyecto en la sesión Nº18 de la Cámara de Diputados (Legislatura Nº352) celebrada el día jueves 11 de noviembre de 2004. Paginas Nº69-71.  Visita nuestro sitio web observatoriocongreso.cl Por su parte en la Ciudad de Talca se constituyó la Fundación San Pío de Pietrelcina, presidida  por el señor Obispo de Talca, quienes han realizado grandes esfuerzos para construir el primer  santuario para este hombre santo en nuestro País y además poder implementar un centro  abierto para los enfermos más desvalidos ya sea en el ámbito material como en el espiritual,  siguiendo así con la tarea del Padre Pío quien tuvo especial cuidado y cariño por estos seres  humanos. Por todo lo anteriormente expuesto, venimos en presentar el siguiente: PROYECTO DE LEY Artículo 1°: Autorízase erigir un monumento y santuario en la comuna de Maule, en memoria  del Padre Pío de Pietrelcina. Artículo 2°: Las obras se financiarán mediante erogaciones populares, obtenidas a través de  colectas públicas, donaciones y otros aportes privados. Las colectas públicas a que alude el inciso anterior se efectuarán en las fechas que determine  la comisión especial que se creará para el efecto, en coordinación con las Intendencias  Regionales. Artículo 3°: Créase, en la Región del Maule, un fondo destinado a recibir las erogaciones,  donaciones y demás aportes señalados en artículo precedente. Artículo 4°: Créase, en la Región del Maule, una comisión especial, integrada por miembros  ad honorem, encargada de ejecutar los objetivos de esta ley, la que estará constituida por: - Los Senadores de la VII circunscripción Norte. - Los Diputados del Distrito 37 y 38.  - El Alcalde de la comuna de Maule.  -Un representante de la Arquidiócesis o Diócesis respectiva.  - Un representante del Consejo de Monumentos Nacionales.  - Un representante del Colegio de Arquitectos de Chile.  - El Presidente de la Fundación San Pío de Pietrelcina. La Comisión elegirá un presidente de entre sus miembros; funcionará en la sede de la  Fundación san Pío de Pietrelcina en la ciudad del Maule, y el quórum para sesionar y adoptar  acuerdos será el de la mayoría de sus miembros. Artículo 5°: La comisión tendrá las siguientes funciones: a) Determinar la fecha y la forma en que se efectuarán las colectas públicas a que se refiere  el artículo 2°, así como realizar las gestiones pertinentes para su concreción, b) Determinar las ubicaciones del monumento y santuario, en coordinación con la  Municipalidad de Maule y el Consejo de Monumentos Nacionales, y disponer y supervigilar  sus construcciones, previo cumplimiento de lo dispuesto en el artículo 18 de la ley N° 17.288,  sobre Monumentos Nacionales;  Visita nuestro sitio web observatoriocongreso.cl c) Llamar a concurso público de proyectos para la ejecución de las obras, fijar sus bases y  resolverlo:  d) Administrar el fondo creado por el artículo 3°, y  e) Abrir una cuenta corriente especial para gestionar el referido fondo. Artículo 6°: Si una vez construido el monumento y santuario quedaran excedentes de las  erogaciones recibidas, éstos serán destinados al fin que la comisión determine.","Resume la siguiente moción legislativa (Boletín 3719-04) en máximo 150 palabras. Céntrate exclusivamente en el contenido y objetivo de la propuesta. No incluyas nombres de diputados, fechas, links u otros metadatos. Texto: "
3827-04,"Visita nuestro sitio web observatoriocongreso.cl Moción de los diputados señores Forni, Álvarez, Barros, Ibáñez, Kast, Longueira, Paya,  Uriarte y de las diputadas señoras María Angélica Cristi y Marcela Cubillos. Proyecto de ley para erigir un monumento a S.S. Juan Pablo Segundo en diversas ciudades  de Chile. (boletín Nº 3827-041 ) I.- SU VIDA Karol Józef Wojtyla, conocido como Juan Pablo II desde su elección al papado en octubre de  1978, nació en Wadowice, una pequeña ciudad a 50 kms. de Cracovia, el 18 de mayo de  1920. Era el segundo de los dos hijos de Karol Wojtyla y Emilia Kaczorowska. Su madre  falleció en 1929. Su hermano mayor Edmund (médico) murió en 1932 y su padre (suboficial  del ejército) en 1941. A los 9 años hizo la Primera Comunión, y a los 18 recibió la Confirmación. Terminados los  estudios de enseñanza media en la escuela Marcin Wadowita de Wadowice, se matriculó en  1938 en la Universidad Jagellónica de Cracovia y en una escuela de teatro. Cuando las fuerzas de ocupación nazi cerraron la Universidad, en 1939, el joven Karol tuvo  que trabajar en una cantera y luego en una fábrica química (Solvay), para ganarse la vida y  evitar la deportación a Alemania. A partir de 1942, al sentir la vocación al sacerdocio, siguió las clases de formación del  seminario clandestino de Cracovia, dirigido por el Arzobispo de Cracovia, Cardenal Adam  Stefan Sapieha. Al mismo tiempo, fue uno de los promotores del ""Teatro Rapsódico"",  también clandestino. Tras la segunda guerra mundial, continuó sus estudios en el seminario mayor de Cracovia,  nuevamente abierto, y en la Facultad de Teología de la Universidad Jagellónica, hasta su  ordenación sacerdotal en Cracovia el 1 de noviembre de 1946. Seguidamente, fue enviado por el Cardenal Sapieha a Roma, donde, bajo la dirección del  dominico francés Garrigou-Lagrange, se doctoró en1948 en teología, con una tesis sobre el  tema de la fe en las obras de San Juan de la Cruz. En aquel período aprovechó sus vacaciones  para ejercer el ministerio pastoral entre los emigrantes polacos de Francia, Bélgica y Holanda. En 1948 volvió a Polonia, y fue vicario en diversas parroquias de Cracovia y capellán de los  universitarios hasta 1951, cuando reanudó sus estudios filosóficos y teológicos. En 1953  presentó en la Universidad Católica de Lublin una tesis titulada ""Valoración de la posibilidad  de fundar una ética católica sobre la base del sistema ético de Max Scheler"". Después pasó a  ser profesor de Teología Moral y Ética Social en el seminario mayor de Cracovia y en la  facultad de Teología de Lublin. El 4 de julio de 1958 fue nombrado por Pío XII Obispo Auxiliar de Cracovia. Recibió la  ordenación episcopal el 28 de septiembre de 1958 en la catedral del Wawel (Cracovia), de  manos del Arzobispo Eugeniusz Baziak. El 13 de enero de 1964 fue nombrado Arzobispo de Cracovia por Pablo VI, quien le hizo  cardenal el 26 de junio de 1967. 1 Cuenta del proyecto en la sesión Nº58 de la Cámara de Diputados (Legislatura Nº352) celebrada el día martes  05 de abril de 2005. Paginas Nº45-49.  Visita nuestro sitio web observatoriocongreso.cl Además de participar en el Concilio Vaticano II (1962-65), con una contribución importante  en la elaboración de la constitución Gaudium et spes, el Cardenal Wojtyla tomó parte en todas  las asambleas del Sínodo de los Obispos. Desde el comienzo de su pontificado, el 16 de octubre de 1978, el Papa Juan Pablo II ha  realizado 104 viajes pastorales fuera de Italia, y 146 por el interior de este país. Además,  como Obispo de Roma ha visitado 317 de las 333 parroquias romanas. Entre sus documentos principales se incluyen: 14 Encíclicas, 15 Exhortaciones apostólicas,  11 Constituciones apostólicas y 44 Cartas apostólicas. El Papa también ha publicado cinco  libros: ""Cruzando el umbral de la esperanza"" (octubre de 1994); ""Don y misterio: en el  quincuagésimo aniversario de mi ordenación sacerdotal"" (noviembre de 1996); ""Tríptico  romano - Meditaciones"", libro de poesías (Marzo de 2003); “¡Levantaos! ¡Vamos!” (mayo  de 2004) y “Memoria y identidad” (su publicación está prevista para la primavera de 2005). Juan Pablo II ha presidido 147 ceremonias de beatificación -en las que ha proclamado 1338  beatos- y 51 canonizaciones, con un total de 482 santos. Ha celebrado 9 consistorios, durante  los cuales ha creado 231 (+ 1 in pectore) Cardenales. También ha presidido 6 asambleas  plenarias del Colegio Cardenalicio. Desde 1978 hasta hoy, el Santo Padre ha presidido 15 Asambleas del Sínodo de los Obispos:  6 ordinarias (1980, 1983, 1987, 1990, 1994, 2001), 1 general extraordinaria (1985), y 8  especiales (1980, 1991, 1994, 1995, 1997, 1998 [2] y 1999). Ningún otro Papa se ha encontrado con tantas personas como Juan Pablo II: en cifras, más  de 17.600.100 peregrinos han participado en las más de 1160 Audiencias Generales que se  celebran los miércoles. Ese número no incluye las otras audiencias especiales y las  ceremonias religiosas [más de 8 millones de peregrinos durante el Gran Jubileo del año 2000]  y los millones de fieles que el Papa ha encontrado durante las visitas pastorales efectuadas  en Italia y en el resto del mundo. Hay que recordar también las numerosas personalidades de  gobierno con las que se ha entrevistado durante las 38 visitas oficiales y las 737 audiencias  o encuentros con jefes de Estado y 245 audiencias y encuentros con Primeros Ministros. II.- SU VISITA A CHILE Juan Pablo II inició su visita a Chile el 1 de abril de 1987 y a su llegada al aeropuerto Arturo  Merino Benítez fue recibido por una multitud emocionada por su presencia. En seis días  recorrió nuestro país de norte a sur, reuniéndose con mapuches, trabajadores, presidiarios y  los miembros de la Junta Militar. Su primera actividad fue un encuentro con sacerdotes, diáconos y religiosos, en la liturgia  celebrada en la Catedral Metropolitana. Al atardecer se dirigió hasta la virgen del cerro San  Cristóbal y bendijo desde las alturas la ciudad de Santiago. El segundo día de su visita, tuvo un encuentro con pobladores de toda la capital, en el parque  La Bandera, en la comuna de San Ramón. En dicha ocasión hizo alusión al régimen de la  época y señaló ""sed fieles a vuestra vocación y a la misión que habéis recibido, y no permitáis  que otros intereses, extraños al Evangelio, enturbien la pureza de vuestra labor de asistencia  y santificación"".  Visita nuestro sitio web observatoriocongreso.cl También valoró las pequeñas organizaciones como juntas de vecinos y ollas familiares, por  ser la base de un sistema democrático. Ese mismo día se trasladó al Seminario Pontificado  Mayor, donde instó al clero episcopal, a que siguieran las enseñanzas del Concilio Vaticano  II. A menos de 24 horas de su llegada al país, Juan Pablo II se trasladó a la V Región, donde  realizó la eucaristía de la familia en el aeródromo de Rodelillo, en Viña del Mar. Luego envió  su bendición por radio y televisión a los habitantes de la Isla de Pascua. Cuando la noche casi  arrullaba los hogares capitalinos, el santo padre pronunció un mensaje cargado de emoción  ante más de 85 mil personas, que sobrepasaban las dependencias del Estadio Nacional. Al otro día, el Papa se reunió con religiosas y miembros de los institutos seculares en el  Templo Votivo de Maipú. Ahí aprovechó de destacar su importancia para nuestra  independencia. Posteriormente coronó a la virgen del Carmen. El Sumo Pontífice se dirigió  la mañana del viernes al Hogar de Cristo donde dio su bendición a los enfermos y presentes.  Una de las actividades más importantes para el pueblo cristiano chileno, fue la oficialización  de la beatificación de sor Teresa de Los Andes, en la eucaristía de la Reconciliación, oficiada  en el Parque OHiggins. Luego se reunió con dirigentes empresariales, políticos y gremiales  en la sede de las Obras Misionales Pontificias. Su viaje a Punta Arenas se inició el sábado, donde ofició la Acción de Gracias por la Paz  frente a miles de fieles que batían banderas de Chile y Argentina. En ese momento se vino a  la memoria del Pontífice el conflicto que tuvieron a las dos naciones a fines de la década del  setenta al borde de la guerra. Durante la tarde se trasladó a la Octava Región. En el Club  Hípico de Concepción tuvo un encuentro con los trabajadores, al que asistieron 300 mil  creyentes.  Posteriormente se trasladó a Temuco y se congregó con los habitantes de La Araucanía en  una eucaristía en la Pampa Ganaderos. Luego de su visita al sur, el santo padre se trasladó a La Serena y Antofagasta. El lunes 6  presidió la eucaristía del Norte Grande. No se olvidó de los que estaban privados de libertad  y visitó a los reclusos de la cárcel de esa ciudad.  Les dijo que ""desgraciadamente, las circunstancias no nos permiten el poder compartir a solas  unos minutos, pero es mi deseo que mis palabras las recibáis como si fueran pronunciadas  para cada uno de vosotros en particular"". La visita de Karol Wojtyla finalizó ese mismo día. III MEDIACIÓN PAPAL CONFLICTO CHILE-ARGENTINA Era 1978 y la guerra entre Chile y Argentina parecía inminente.  Los problemas entre ambas naciones respecto a los límites en el Canal de Beagle, tenían a  los países con la artillería lista. En el caldeado ambiente, Chile propuso la mediación del Santo Padre. Si bien era la única esperanza para no llegar a la guerra, la Santa Sede desde 1885 no  participaba en una negociación internacional y el posible fracaso de la mediación, era un  tema que preocupaba a los consejeros de Juan Pablo II. Pero el Papa, a sólo dos meses de haber asumido, comenzaba a mostrar su voluntad de lucha  por la paz.   Visita nuestro sitio web observatoriocongreso.cl En una conversación con un diplomático del Vaticano, el Pontífice dijo: “¿Cree usted que  después de haber aceptado este ministerio podría quedarme aquí con los brazos cruzados,  mientras esos dos países católicos van hacia la guerra?” Y con esta respuesta de la Santa Sede, el 9 de enero de 1979 Chile y Argentina, con un  representante del Mediador, firmaron el Acuerdo de Montevideo, cuya cláusula más  inmediata fue el retiro de las tropas de las zonas más candentes y el cese del estado de guerra  en Argentina. El 12 de diciembre de 1980, el Papa entregó las primeras Propuestas, que Argentina, tardó  cuatro años en darles su Aprobación.  Pero finalmente el 29 de noviembre de 1984 se firmó el Tratado de Paz entre ambos países,  el que fue ratificado el 2 de mayo de 1985. PROYECTO DE LEY: ""Artículo 1º.- Autorízase erigir monumentos en las ciudades de Santiago, Valparaíso, Punta  Arenas, Concepción, Temuco, La Serena y Antofagasta en memoria de S.S. Juan Pablo  Segundo. Artículo 2º.- Las obras se financiarán mediante erogaciones populares, obtenidas a través de  colectas públicas, donaciones y otros aportes privados. Las colectas públicas a que alude el inciso anterior se efectuarán en las fechas que determine  la comisión especial que se creará al efecto, en coordinación con el Ministerio del Interior. Artículo 3º.- Autorízase la creación, en cada comuna, de un fondo destinado a recibir las  erogaciones, donaciones y demás aportes señalados en el artículo precedente. Artículo 4º.- Créase una comisión especial integrada por miembros ad honorem, encargada  de ejecutar los objetivos de esta ley, la que estará constituida por: a) Dos Senadores y dos Diputados; b) El Ministro de Educación, o quien designe en su representación; c) Dos representantes designados por el Arzobispo u Obispo de la Arquidiócesis u Diócesis  según corresponda; d) El Director del Museo Nacional de Bellas Artes, o su representante, y e) Los alcaldes de las comunas respectivas. Los Senadores y Diputados serán designados por sus respectivas Cámaras. El quórum para sesionar será el de la mayoría de sus miembros. Artículo 5º.- La comisión tendrá las siguientes funciones: a) Determinar la fecha y la forma en que se efectuarán las colectas públicas a que se refiere  el artículo 2º, así como realizar las gestiones pertinentes para su concreción; b) Determinar la ubicación del monumento, en coordinación con la respectiva municipalidad  y el Consejo de Monumentos Nacionales, y disponer y supervigilar su construcción, previo  cumplimiento de lo dispuesto en el artículo 18 de la ley Nº 17.288, sobre Monumentos  Nacionales;  Visita nuestro sitio web observatoriocongreso.cl c) Llamar a concurso público de proyectos para la ejecución de las obras, fijar sus bases y  resolverlo; d) Administrar separadamente los fondos creados por el artículo 3º, y e) Abrir una cuenta corriente especial para cada uno de los fondos que se constituyan en  virtud del artículo 3º. Artículo 6º.- Si una vez construido el monumento quedaren excedentes de las erogaciones  recibidas, éstos serán destinados al fin que cada comisión determine."".","Resume la siguiente moción legislativa (Boletín 3827-04) en máximo 150 palabras. Céntrate exclusivamente en el contenido y objetivo de la propuesta. No incluyas nombres de diputados, fechas, links u otros metadatos. Texto: "
3037-18,"Visita nuestro sitio web observatoriocongreso.cl Moción de los diputados señores Forni, Longueira, Álvarez, Barros, Escobar, Kast,  Hernández, Masferrer, Uriarte y de la diputada señora Marcela Cubillos. Modifica la ley Nº 19. 620, de adopción, a fin de permitir y flexibilizar la adopción cuando  se trata de hijos biológicos de uno de los adoptantes. (boletín Nº 3037-181 ) “Considerando: 1. Que, el actual artículo 37 de la ley de adopción establece que la adopción confiere al  adoptado el estado civil de hijo de los adoptantes, con todos los derechos y deberes recíprocos  establecidos en la ley. 2. Que, la adopción extingue los vínculos de filiación de origen para todos los efectos civiles  y produce sus efectos legales desde la fecha de la inscripción de nacimiento ordenada por la  sentencia que la constituye. 3. Que, lamentablemente, hay situaciones en que la aplicación estricta de esta norma genera  situaciones injustas y probablemente no deseadas por el legislador. Así, por ejemplo, los hijos  nacidos del primer matrimonio de dos personas viudas, que se han vuelto a casar, no pueden  hacer uso de determinados beneficios de alguno de los contrayentes por no llevar su apellido  y si son mayores de edad tampoco pueden ser adoptados. Si son menores y el nuevo padre  decide adoptarlos para hacerlos partícipes de algún beneficio, lamentablemente pierden el  apellido de su padre biológico. 4. Que resulta entonces importante que los cónyuges puedan adoptar a los hijos mayores de  edad nacidos de su primer matrimonio y además establecer que los hijos adoptados en estas  condiciones puedan conservar el apellido del padre o madre difunto, salvo que el padre o  madre adoptante de quien es hijo legítimo consienta expresamente en que se cambie el  apellido. Asimismo, es conveniente establecer que cuando el adoptante llegue a la mayoría  de edad, pueda solicitar al juez que se modifique su apellido con el objeto de incorporar,  unidos por un guion, los apellidos del padre o madre biológico y del adoptante, en el orden  que el propio adoptante determine. PROYECTO DE LEY: Artículo Único: Introdúcense a la ley Nº 19.620, las siguientes modificaciones: 1. Agrégase a continuación del artículo 37, como artículo 37 bis, lo siguiente: Artículo 37 bis: “Los hijos nacidos del primer matrimonio de dos personas viudas que  vuelven a contraer matrimonio, podrán ser adoptados y conservar el apellido de su padre o  madre biológico difunto, salvo que el padre o madre biológico adoptante consienta expresamente en el cambio de apellido al momento de practicarse la nueva inscripción. 1 Cuenta del proyecto en la sesión Nº37 de la Cámara de Diputados (Legislatura Nº347) celebrada el día miércoles 4 de septiembre de 2002. Paginas Nº69-70.  Visita nuestro sitio web observatoriocongreso.cl En el caso previsto en el inciso precedente, cuando el adoptado fuere mayor de edad o cuando  llegare a la mayoría de edad, si no lo era al momento de ser adoptado, podrá solicitar al juez  que, de acuerdo al procedimiento de la ley Nº 17.344, se modifique su apellido con el objeto  de incorporar, unidos por un guion, los apellidos del padre o madre biológico y del adoptante,  en el orden que el adoptado determine. El plazo para ejercer esta acción será de dos años  contados desde que el adoptado cumple 18 años, o si fueren varios, desde que cumple esa  edad el menor de ellos. En este último caso, deberán proceder todos de común acuerdo ante  el juez. Lo dispuesto en este inciso no extingue los derechos del adoptado en la sucesión de  los ascendientes de su padre o madre biológicos, al cual representan conforme al artículo 984  del Código Civil”. 2. Agrégase al artículo 8, el siguiente inciso final: Tratándose del caso previsto en el inciso segundo del artículo 37 bis, el adoptado podrá ser  mayor de 18 años”.","Resume la siguiente moción legislativa (Boletín 3037-18) en máximo 150 palabras. Céntrate exclusivamente en el contenido y objetivo de la propuesta. No incluyas nombres de diputados, fechas, links u otros metadatos. Texto: "
